time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-07-27T12:42:35.393Z,54.8203,-160.4131,15.1,1.4,ml,,,,0.56,ak,ak0209lupt7o,2020-08-05T16:39:58.143Z,"57 km S of Sand Point, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-07-27T12:38:37.380Z,33.5583333,-116.682,11.78,0.07,ml,14,110,0.04671,0.06,ci,ci38611050,2020-07-28T00:46:58.029Z,"1km WNW of Anza, CA",earthquake,0.2,0.34,0.167,4,reviewed,ci,ci
2020-07-27T12:36:25.670Z,52.0745,-176.128166666667,0.38,-0.99,ml,5,125,,0.16,av,av91000778,2020-07-29T20:23:16.090Z,"41 km ENE of Adak, Alaska",earthquake,0.59,1.8,0.178443395946624,5,reviewed,av,av
2020-07-27T12:35:08.690Z,51.8166666666667,-177.336,15.16,-0.04,ml,5,268,,0.11,av,av91000783,2020-07-29T21:07:50.030Z,"48 km W of Adak, Alaska",earthquake,1.81,1.3,0.331956278300379,5,reviewed,av,av
2020-07-27T12:31:14.761Z,54.6725,-160.9949,25.07,3.6,ml,,183,0.741,0.3,us,us6000b4p3,2020-08-05T16:39:50.508Z,"80 km SSW of Sand Point, Alaska",earthquake,3.9,11.2,0.097,14,reviewed,us,us
2020-07-27T12:29:55.190Z,47.4625,-115.7743333,0.02,0.97,ml,8,122,0.514,0.15,mb,mb80453164,2020-07-27T22:37:47.400Z,"2 km ESE of Mullan, Idaho",earthquake,0.8,31.61,0.028,2,reviewed,mb,mb
2020-07-27T12:24:40.990Z,17.9416,-66.9081,13,2.68,md,19,213,0.0442,0.15,pr,pr2020209012,2020-08-08T15:13:53.706Z,"3 km S of Guánica, Puerto Rico",earthquake,0.69,0.3,0.2,10,reviewed,pr,pr
2020-07-27T12:19:44.450Z,37.642,-118.893,1.79,-0.2,md,9,142,0.00387,0.03,nc,nc73434116,2020-07-27T18:14:52.968Z,"8km E of Mammoth Lakes, CA",earthquake,0.46,0.43,0.287,9,reviewed,nc,nc
2020-07-27T12:15:37.110Z,39.7836667,-121.9898333,14.96,2.64,md,24,69,0.1652,0.14,nc,nc73434111,2020-07-28T11:58:01.417Z,"5km NNE of Hamilton City, CA",earthquake,0.35,0.83,0.237,49,reviewed,nc,nc
2020-07-27T12:14:10.859Z,54.9946,-160.1683,29,1.4,ml,,,,0.2,ak,ak0209lujrbx,2020-08-05T16:42:36.599Z,"43 km SSE of Sand Point, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2020-07-27T12:12:15.190Z,33.3748333,-116.8226667,7.54,0.66,ml,29,44,0.03959,0.21,ci,ci38611018,2020-07-27T12:16:01.298Z,"4km ENE of Palomar Observatory, CA",earthquake,0.27,0.8,0.164,17,automatic,ci,ci
2020-07-27T12:11:16.690Z,38.2215,-117.7242,13.3,0.6,ml,10,183.16,0.03,0.02,nn,nn00763767,2020-07-27T12:16:47.500Z,"38 km ESE of Mina, Nevada",earthquake,,7.1,,,automatic,nn,nn
2020-07-27T12:06:04.090Z,36.1453333,-117.9293333,6.49,1.01,ml,8,270,0.1409,0.03,ci,ci38611010,2020-07-28T00:42:19.883Z,"11km N of Coso Junction, CA",earthquake,0.3,0.44,0.24,6,reviewed,ci,ci
2020-07-27T12:05:59.460Z,38.7703333,-122.4791667,6.41,1.14,md,16,75,0.04309,0.16,nc,nc73434106,2020-07-27T19:41:03.061Z,"8km ESE of Hidden Valley Lake, CA",earthquake,0.31,0.85,0.143,11,reviewed,nc,nc
2020-07-27T11:57:51.128Z,55.0152,-159.8712,26.7,1.1,ml,,,,0.41,ak,ak0209lu7mmg,2020-08-05T16:42:29.501Z,"53 km SE of Sand Point, Alaska",earthquake,,2.9,,,reviewed,ak,ak
2020-07-27T11:52:48.224Z,55.1213,-159.6876,38.9,1.6,ml,,,,0.22,ak,ak0209lu6jw0,2020-08-05T16:39:43.079Z,"56 km ESE of Sand Point, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-07-27T11:52:02.690Z,38.165,-117.9627,7,1.7,ml,23,59.05,0.024,0.13,nn,nn00763762,2020-07-27T12:00:10.548Z,"28 km SSE of Mina, Nevada",earthquake,,0.3,,,automatic,nn,nn
2020-07-27T11:50:03.720Z,54.6465,-159.3617,16.1,1.8,ml,,,,0.68,ak,ak0209lu60yc,2020-08-05T16:42:22.081Z,"105 km SE of Sand Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-07-27T11:43:29.988Z,58.3387,-133.4607,3.6,2.8,ml,,,,0.45,ak,ak0209lu4kxj,2020-08-05T16:39:35.926Z,"56 km E of Juneau, Alaska",other event,,0.3,,,reviewed,ak,ak
2020-07-27T11:41:50.160Z,58.1738333333333,-155.381166666667,2.36,0.09,ml,6,239,,0.05,av,av91005356,2020-07-29T20:15:23.640Z,"86 km NW of Karluk, Alaska",earthquake,0.67,0.37,0.133441273236973,5,reviewed,av,av
2020-07-27T11:38:34.290Z,18.0353,-66.7638,15,2.73,md,21,99,0.1302,0.16,pr,pr2020209013,2020-08-08T14:53:09.320Z,"2 km NNE of Magas Arriba, Puerto Rico",earthquake,0.36,0.39,0.18,17,reviewed,pr,pr
2020-07-27T11:37:56.300Z,35.8796667,-117.6965,7.68,0.58,ml,12,88,0.0777,0.07,ci,ci38610994,2020-07-27T11:41:31.098Z,"20km ESE of Little Lake, CA",earthquake,0.19,0.48,0.099,4,automatic,ci,ci
2020-07-27T11:37:34.496Z,60.1936,-153.1486,126.1,1.4,ml,,,,0.36,ak,ak0209lu3b4t,2020-08-05T16:39:28.805Z,"64 km E of Port Alsworth, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-07-27T11:37:16.780Z,35.6325,-117.3928333,5.58,0.78,ml,10,164,0.07281,0.18,ci,ci38610986,2020-07-27T11:41:03.523Z,"15km S of Trona, CA",earthquake,0.62,1.67,0.098,8,automatic,ci,ci
2020-07-27T11:34:06.740Z,38.194,-117.8902,7.5,0.7,ml,10,119.99,0.027,0.03,nn,nn00763760,2020-07-27T11:50:07.191Z,"29 km SE of Mina, Nevada",earthquake,,5.3,,,automatic,nn,nn
2020-07-27T11:33:43.921Z,57.1808,-156.2571,73.9,1.4,ml,,,,0.39,ak,ak0209lu2gvs,2020-08-05T16:42:15.153Z,"77 km ESE of Ugashik, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2020-07-27T11:32:53.430Z,45.0375,-111.7893333,11.29,0.79,ml,9,105,0.264,0.2,mb,mb80452999,2020-07-27T17:50:46.080Z,"Western Montana",earthquake,0.57,2.04,0.054,4,reviewed,mb,mb
2020-07-27T11:31:43.757Z,55.1237,-159.2631,23.9,1.6,ml,,,,0.3,ak,ak0209lu21fr,2020-08-05T16:42:08.309Z,"82 km ESE of Sand Point, Alaska",earthquake,,2.2,,,reviewed,ak,ak
2020-07-27T11:29:44.930Z,35.784,-117.592,7.26,0.55,ml,8,135,0.1427,0.16,ci,ci38610978,2020-07-28T00:40:33.098Z,"17km W of Searles Valley, CA",earthquake,0.5,2.84,0.225,5,reviewed,ci,ci
2020-07-27T11:28:41.270Z,33.229,-116.0606667,2.87,1.2,ml,38,56,0.1159,0.29,ci,ci38610970,2020-07-27T11:39:33.940Z,"12km NE of Ocotillo Wells, CA",earthquake,0.38,0.93,0.176,26,automatic,ci,ci
2020-07-27T11:25:44.767Z,54.6443,-162.9909,21.5,1.5,ml,,,,0.6,ak,ak0209lu0r7w,2020-08-05T16:42:01.104Z,"35 km SE of False Pass, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-27T11:25:43.120Z,34.6668333,-118.5455,12.85,1.31,ml,12,114,0.02806,0.18,ci,ci38610962,2020-07-27T11:29:25.069Z,"9km W of Lake Hughes, CA",earthquake,0.49,0.73,0.407,27,automatic,ci,ci
2020-07-27T11:22:10.720Z,59.9516,-152.978,105.1,1.6,ml,,,,0.34,ak,ak0209lu01g4,2020-08-05T16:39:21.541Z,"65 km ENE of Pedro Bay, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-07-27T11:19:30.360Z,53.8628333333333,-166.757333333333,7.96,0.07,ml,8,94,,0.12,av,av91005341,2020-07-29T20:02:55.440Z,"14 km WSW of Dutch Harbor, Alaska",earthquake,0.34,0.38,0.264043986253552,8,reviewed,av,av
2020-07-27T11:18:30.175Z,60.9619,-147.7238,6.8,1.1,ml,,,,0.83,ak,ak0209ltz83r,2020-08-05T16:37:43.643Z,"56 km ENE of Whittier, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-07-27T11:17:30.670Z,38.2322,-118.0037,15.7,0.8,ml,11,124.19,0.068,0.07,nn,nn00763758,2020-07-27T11:35:27.082Z,"19 km SSE of Mina, Nevada",earthquake,,8.1,,,automatic,nn,nn
2020-07-27T11:14:38.683Z,51.2195,-176.4249,8.3,1.3,ml,,,,0.21,ak,ak0209ltydvg,2020-08-05T16:38:34.414Z,"74 km S of Adak, Alaska",earthquake,,3.8,,,reviewed,ak,ak
2020-07-27T11:13:56.100Z,38.1338,-117.8952,10,0.9,ml,16,86.12,0.016,0.08,nn,nn00763754,2020-07-27T11:19:30.106Z,"34 km SSE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-07-27T11:12:35.145Z,26.9503,55.9749,10,4.7,mb,,45,2.007,0.56,us,us6000b4nn,2020-07-28T09:17:41.960Z,"29 km W of Qeshm, Iran",earthquake,7,1.9,0.047,137,reviewed,us,us
2020-07-27T11:07:37.904Z,54.8931,-159.9467,16.4,1.3,ml,,,,0.28,ak,ak0209ltwvsu,2020-08-05T16:38:27.244Z,"60 km SE of Sand Point, Alaska",earthquake,,3.9,,,reviewed,ak,ak
2020-07-27T10:57:05.320Z,33.685,-116.783,16.77,0.83,ml,30,76,0.06304,0.17,ci,ci38610938,2020-07-27T13:27:02.744Z,"8km SW of Idyllwild, CA",earthquake,0.28,0.49,0.12,24,reviewed,ci,ci
2020-07-27T10:53:21.269Z,36.35966667,-97.36383333,7.78,1.45,ml,72,34,0,0.26,ok,ok2020oqwe,2020-07-27T13:01:50.122Z,"10 km NW of Perry, Oklahoma",earthquake,,0.7,0.24,29,reviewed,ok,ok
2020-07-27T10:52:31.307Z,61.1758,-146.8695,0,1.3,ml,,,,0.4,ak,ak0209ltl2wq,2020-08-05T16:38:19.251Z,"28 km W of Valdez, Alaska",ice quake,,0,,,reviewed,ak,ak
2020-07-27T10:52:17.130Z,37.5276667,-113.9475,8.65,2.06,ml,17,77,0.09755,0.23,uu,uu60403792,2020-07-28T02:21:20.855Z,"20 km WSW of Enterprise, Utah",earthquake,0.51,0.78,0.09,6,reviewed,uu,uu
2020-07-27T10:51:20.857Z,69.5467,-144.5219,4.9,1.3,ml,,,,0.77,ak,ak0209ltkubb,2020-08-05T16:37:36.449Z,"73 km SSW of Kaktovik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-07-27T10:50:54.262Z,55.1736,-158.55,18.5,1.8,ml,,,,0.48,ak,ak0209ltkp8y,2020-08-05T16:38:12.417Z,"90 km SSE of Perryville, Alaska",earthquake,,1,,,reviewed,ak,ak
2020-07-27T10:50:17.200Z,33.5945,-116.8075,6.17,0.31,ml,22,76,0.04883,0.16,ci,ci38610930,2020-07-27T13:27:19.104Z,"13km WNW of Anza, CA",earthquake,0.35,0.69,0.101,8,reviewed,ci,ci
2020-07-27T10:45:21.720Z,52.055,-176.0335,9.16,-0.49,ml,6,160,,0.17,av,av91000773,2020-07-29T19:40:35.160Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,0.88,1.06,0.142716817785608,6,reviewed,av,av
2020-07-27T10:40:58.391Z,54.2843,-160.5504,25.4,1.5,ml,,,,0.71,ak,ak0209ltiken,2020-08-05T16:38:05.259Z,"117 km S of Sand Point, Alaska",earthquake,,7.8,,,reviewed,ak,ak
2020-07-27T10:39:50.580Z,38.1625,-117.9958,5.8,1.9,ml,21,59.9,0.036,0.14,nn,nn00763747,2020-07-27T10:53:50.283Z,"27 km SSE of Mina, Nevada",earthquake,,0.3,,,automatic,nn,nn
2020-07-27T10:38:09.810Z,52.05,-176.037333333333,9.79,-0.75,ml,4,151,,0.25,av,av91000768,2020-07-29T19:35:29.190Z,"45 km ENE of Adak, Alaska",earthquake,1.23,1.81,0.117888766617502,4,reviewed,av,av
2020-07-27T10:36:29.790Z,38.166,-118.0002,4.2,0.7,ml,11,124.3,0.033,0.08,nn,nn00763745,2020-07-27T10:40:47.364Z,"26 km SSE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-07-27T10:35:20.370Z,34.0735,-117.4653333,3.16,0.65,ml,14,96,0.0341,0.11,ci,ci38610922,2020-07-27T10:38:54.719Z,"3km SSW of Fontana, CA",earthquake,0.42,0.23,0.249,13,automatic,ci,ci
2020-07-27T10:34:59.290Z,62.9295,-148.3447,67.3,2,ml,,,,0.51,ak,ak0209ltha7w,2020-08-05T16:37:29.456Z,"59 km SSE of Cantwell, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-07-27T10:31:35.427Z,59.9526,-152.2448,71,1.4,ml,,,,0.42,ak,ak0209ltglba,2020-08-05T16:37:21.010Z,"28 km W of Happy Valley, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-27T10:31:04.700Z,38.1602,-117.8782,8.8,0.8,ml,9,134.68,0.012,0.17,nn,nn00763744,2020-07-27T10:37:27.594Z,"32 km SE of Mina, Nevada",earthquake,,1.7,,,automatic,nn,nn
2020-07-27T10:30:45.224Z,59.9535,-152.2548,69,1.2,ml,,,,0.32,ak,ak0209ltgdp9,2020-08-05T16:37:13.725Z,"29 km W of Happy Valley, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-27T10:29:35.030Z,47.8011667,-114.1233333,5.87,-0.95,md,3,166,0.098,0.01,mb,mb80453159,2020-07-27T22:31:55.710Z,"4 km NNE of Kings Point, Montana",earthquake,1.38,4.54,,1,reviewed,mb,mb
2020-07-27T10:23:25.280Z,46.9715,-114.3993333,10.36,1.39,ml,20,99,0.345,0.2,mb,mb80452994,2020-07-27T18:01:08.790Z,"6 km ESE of Alberton, Montana",earthquake,0.55,1.34,0.097,6,reviewed,mb,mb
2020-07-27T10:23:03.799Z,58.3493,-133.5377,4.4,1.7,ml,,,,0.35,ak,ak0209ltet40,2020-08-05T16:37:06.543Z,"51 km E of Juneau, Alaska",other event,,0.4,,,reviewed,ak,ak
2020-07-27T10:22:09.777Z,51.225,-176.1903,25.6,1.7,ml,,,,0.53,ak,ak0209ltelrb,2020-08-05T16:36:59.318Z,"78 km SSE of Adak, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2020-07-27T10:21:17.520Z,32.8918333,-115.5386667,2.36,1.33,ml,12,115,0.02089,0.18,ci,ci38610914,2020-07-27T10:25:03.628Z,"6km NNE of Imperial, CA",earthquake,0.39,0.5,0.216,16,automatic,ci,ci
2020-07-27T10:18:15.000Z,38.8323326,-122.8111649,1.92,0.84,md,18,44,0.01736,0.01,nc,nc73434101,2020-07-27T11:05:03.867Z,"8km W of Cobb, CA",earthquake,0.24,0.49,0.06,2,automatic,nc,nc
2020-07-27T10:14:27.140Z,38.8320007,-122.8195038,1.63,0.56,md,13,76,0.01132,0.02,nc,nc73434096,2020-07-27T10:54:03.793Z,"8km NW of The Geysers, CA",earthquake,0.26,0.82,,1,automatic,nc,nc
2020-07-27T10:14:06.250Z,38.8308333,-122.8196667,1.84,1.47,md,44,44,0.01055,0.04,nc,nc73434091,2020-07-29T23:39:06.275Z,"8km NW of The Geysers, CA",earthquake,0.13,0.21,0.066,14,reviewed,nc,nc
2020-07-27T10:12:42.774Z,54.5997,-160.1253,13.6,1.3,ml,,,,0.6,ak,ak0209ltcj5h,2020-08-05T16:37:57.757Z,"85 km SSE of Sand Point, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-07-27T10:06:59.960Z,38.3905,-122.6191667,4.88,2.04,md,64,32,0.03445,0.1,nc,nc73434086,2020-07-30T02:44:03.453Z,"7km WSW of Kenwood, CA",earthquake,0.14,0.27,0.164,46,reviewed,nc,nc
2020-07-27T10:06:41.089Z,63.2033,-150.625,119.6,1.3,ml,,,,0.52,ak,ak0209ltb8w4,2020-08-05T16:36:51.895Z,"66 km SE of Denali National Park, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-07-27T10:05:26.860Z,38.1565,-117.9585,11.1,1.3,ml,20,81.43,0.019,0.09,nn,nn00763739,2020-07-27T10:10:09.230Z,"29 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-07-27T10:04:17.750Z,38.8536682,-122.7965012,1.37,0.42,md,9,136,0.001289,0.03,nc,nc73434081,2020-07-27T10:32:04.657Z,"7km WNW of Cobb, CA",earthquake,0.96,1.42,0.16,2,automatic,nc,nc
2020-07-27T10:01:53.960Z,33.9806667,-117.2661667,13.89,1.16,ml,34,61,0.05087,0.17,ci,ci38610906,2020-07-27T10:05:39.504Z,"7km NNW of Moreno Valley, CA",earthquake,0.22,0.47,0.211,27,automatic,ci,ci
2020-07-27T10:01:37.490Z,40.682,-121.6795,7.77,1.08,md,11,116,0.1656,0.11,nc,nc73434076,2020-07-27T19:22:10.066Z,"18km N of Viola, CA",earthquake,0.67,4.14,0.326,11,reviewed,nc,nc
2020-07-27T09:51:27.977Z,55.2059,-159.6341,25.6,1.6,ml,,,,0.52,ak,ak0209lszfbx,2020-08-05T16:37:50.507Z,"Alaska Peninsula",earthquake,,1,,,reviewed,ak,ak
2020-07-27T09:48:10.830Z,38.833168,-122.8198318,1.72,0.56,md,10,83,0.01238,0.01,nc,nc73434066,2020-07-27T12:10:04.304Z,"8km NW of The Geysers, CA",earthquake,0.39,0.81,,1,automatic,nc,nc
2020-07-27T09:46:44.230Z,38.1623,-117.9718,6.8,0.1,ml,11,125.65,0.028,0.03,nn,nn00763736,2020-07-27T10:06:27.531Z,"28 km SSE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-07-27T09:44:26.100Z,38.8331667,-122.8166667,1.39,0.08,md,13,71,0.01103,0.02,nc,nc73434061,2020-07-29T22:22:03.443Z,"8km NW of The Geysers, CA",earthquake,0.27,0.43,0.192,2,reviewed,nc,nc
2020-07-27T09:39:39.370Z,33.2298333,-116.057,2.15,1.09,ml,37,61,0.1188,0.25,ci,ci38610898,2020-07-27T09:43:30.826Z,"12km NE of Ocotillo Wells, CA",earthquake,0.34,0.74,0.171,27,automatic,ci,ci
2020-07-27T09:33:08.740Z,44.6753333,-110.05,12.37,0.44,md,6,166,0.09958,0.13,uu,uu60403787,2020-07-28T19:56:36.710Z,"37 km S of Silver Gate, Montana",earthquake,0.73,1,0.06,4,reviewed,uu,uu
2020-07-27T09:33:01.576Z,58.3316,-133.4664,4.2,3.1,ml,,,,0.42,ak,ak0209lsviei,2020-08-05T16:36:44.898Z,"55 km E of Juneau, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-27T09:29:43.020Z,38.7963333,-122.8078308,2.48,0.32,md,10,81,0.008819,0.03,nc,nc73434056,2020-07-27T11:15:04.926Z,"5km WNW of The Geysers, CA",earthquake,0.46,0.85,0.24,2,automatic,nc,nc
2020-07-27T09:29:15.170Z,36.0608333,-117.8626667,1.75,0.77,ml,13,138,0.05698,0.16,ci,ci38610890,2020-07-27T09:32:45.325Z,"8km ENE of Coso Junction, CA",earthquake,0.42,0.42,0.059,6,automatic,ci,ci
2020-07-27T09:25:25.170Z,38.1607,-117.9835,7,1.4,ml,24,60.03,0.033,0.14,nn,nn00763733,2020-07-27T09:48:29.767Z,"27 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-07-27T09:20:04.030Z,34.959,-97.71283333,9.83,1.92,ml,73,35,0.1034796938,0.3,ok,ok2020oqtc,2020-07-27T12:31:56.776Z,"7 km NE of Alex, Oklahoma",earthquake,,1.3,0.19,32,reviewed,ok,ok
2020-07-27T09:14:10.529Z,52.0319,-176.0203,4.8,1,ml,,,,0.71,ak,ak0209lsrgh9,2020-08-05T16:36:37.403Z,"45 km ENE of Adak, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-27T09:08:32.060Z,35.6798333,-117.5041667,7.92,1.51,ml,23,142,0.09921,0.18,ci,ci38610882,2020-07-27T09:12:31.221Z,"13km SW of Searles Valley, CA",earthquake,0.38,1.44,0.195,19,automatic,ci,ci
2020-07-27T09:06:16.570Z,38.1777,-117.9477,0,0.7,ml,9,111.78,0.03,0.47,nn,nn00763730,2020-07-27T09:09:46.801Z,"27 km SSE of Mina, Nevada",earthquake,,1.8,,,automatic,nn,nn
2020-07-27T08:56:38.800Z,19.8778333333333,-155.5465,21.61,1.86,md,37,167,,0.12,hv,hv72062702,2020-07-30T05:07:00.400Z,"20 km SE of Waimea, Hawaii",earthquake,0.54,1.84,0.0974104650098093,15,reviewed,hv,hv
2020-07-27T08:55:29.847Z,60.178,-151.1407,60.9,1.1,ml,,,,0.23,ak,ak0209lseulq,2020-08-05T16:36:29.840Z,"15 km ESE of Clam Gulch, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-07-27T08:52:48.400Z,33.495,-116.7673333,7.4,1.2,ml,24,93,0.03258,0.09,ci,ci38610866,2020-07-27T13:28:15.370Z,"11km ENE of Aguanga, CA",earthquake,0.31,0.66,0.172,26,reviewed,ci,ci
2020-07-27T08:51:23.079Z,54.773,-160.6826,17.5,1.4,ml,,,,0.62,ak,ak0209lsdz5k,2020-08-05T16:36:22.195Z,"63 km S of Sand Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-07-27T08:51:17.590Z,39.3283,-120.0197,17.9,0.9,ml,8,93.67,0.036,0.22,nn,nn00763729,2020-07-27T09:08:06.745Z,"7 km S of Floriston, California",earthquake,,1.9,,,automatic,nn,nn
2020-07-27T08:50:25.385Z,58.3398,-133.4676,1.4,2.8,ml,,,,0.53,ak,ak0209lsdrtj,2020-08-05T16:34:57.881Z,"55 km E of Juneau, Alaska",other event,,0.3,,,reviewed,ak,ak
2020-07-27T08:48:48.180Z,38.172,-117.8397,8.3,0.9,ml,13,105.93,0.029,0.13,nn,nn00763726,2020-07-27T08:52:27.354Z,"33 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-07-27T08:45:19.881Z,62.175,-148.8949,10.7,0.8,ml,,,,0.5,ak,ak0209lscorw,2020-08-05T16:34:50.235Z,"44 km N of Sutton-Alpine, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-27T08:41:43.636Z,60.2553,-153.5426,174.6,1.9,ml,,,,0.52,ak,ak0209lsbvqg,2020-08-05T16:34:42.802Z,"43 km E of Port Alsworth, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-07-27T08:41:28.850Z,38.8320007,-122.8166656,1.64,1.14,md,24,47,0.01002,0.03,nc,nc73434051,2020-07-27T10:48:02.753Z,"8km NW of The Geysers, CA",earthquake,0.18,0.36,0.07,4,automatic,nc,nc
2020-07-27T08:41:01.610Z,44.1391667,-115.089,6.32,2.2,ml,13,78,0.756,0.13,mb,mb80452979,2020-07-27T20:14:33.730Z,"14 km SW of Stanley, Idaho",earthquake,0.29,0.83,0.125,11,reviewed,mb,mb
2020-07-27T08:39:47.634Z,54.7928,-160.423,25.6,1.4,ml,,,,0.51,ak,ak0209lsbgnf,2020-08-05T16:35:33.667Z,"60 km S of Sand Point, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-07-27T08:36:14.620Z,60.1365,-153.148,126.9,1.3,ml,,,,0.46,ak,ak0209lsaqye,2020-08-05T16:35:26.495Z,"Southern Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-07-27T08:35:59.260Z,38.2118,-117.7362,12.7,1.1,ml,15,124.51,0.018,0.07,nn,nn00763723,2020-07-27T08:49:48.519Z,"38 km ESE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-07-27T08:31:10.377Z,68.1145,-148.3714,12.4,1.8,ml,,,,0.48,ak,ak0209ls9o36,2020-08-05T16:34:33.578Z,"107 km NE of Wiseman, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-07-27T08:31:05.140Z,36.4643333,-117.9528333,9.16,1.56,ml,12,157,0.1055,0.17,ci,ci38610858,2020-07-27T13:28:56.151Z,"17km SE of Lone Pine, CA",earthquake,0.41,0.84,0.228,17,reviewed,ci,ci
2020-07-27T08:28:05.650Z,38.7895012,-122.7685013,1.68,0.67,md,12,79,0.01306,0.02,nc,nc73434046,2020-07-27T10:21:04.589Z,"2km NW of The Geysers, CA",earthquake,0.28,0.46,0.29,2,automatic,nc,nc
2020-07-27T08:28:05.590Z,33.1836667,-115.6608333,3.47,1.39,ml,32,55,0.03209,0.23,ci,ci38610850,2020-07-28T19:44:18.937Z,"15km WSW of Niland, CA",earthquake,0.3,0.46,0.191,36,reviewed,ci,ci
2020-07-27T08:26:53.970Z,38.192,-117.7423,12.4,1,ml,13,153.49,0.035,0.12,nn,nn00763713,2020-07-27T08:32:07.908Z,"38 km SE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-07-27T08:25:38.510Z,35.6161667,-117.4526667,9.28,1.16,ml,10,163,0.0306,0.2,ci,ci38610842,2020-07-27T08:29:25.971Z,"17km SSW of Searles Valley, CA",earthquake,0.69,0.88,0.179,15,automatic,ci,ci
2020-07-27T08:21:54.880Z,17.9288,-66.5863,6,2.7,md,19,191,0.1157,0.2,pr,pr2020209014,2020-08-08T15:25:20.795Z,"9 km SSE of Ponce, Puerto Rico",earthquake,0.47,0.43,0.19,14,reviewed,pr,pr
2020-07-27T08:16:19.180Z,38.176,-117.9658,6.6,0.9,ml,12,97.59,0.031,0.11,nn,nn00763711,2020-07-27T08:27:47.780Z,"26 km SSE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-07-27T08:13:04.120Z,37.8801667,-122.2596667,8.44,0.93,md,34,48,0.006718,0.08,nc,nc73434041,2020-07-27T19:20:14.397Z,"2km NE of Berkeley, CA",earthquake,0.15,0.22,0.35,24,reviewed,nc,nc
2020-07-27T08:12:06.480Z,36.1163333,-118.9708333,8.74,1.52,ml,19,121,0.02926,0.17,ci,ci38610834,2020-08-03T17:27:19.934Z,"7km NE of Porterville, CA",earthquake,0.31,0.54,0.165,15,reviewed,ci,ci
2020-07-27T08:11:44.915Z,58.3325,-133.4791,6,2,ml,,,,0.54,ak,ak0209ls5gdl,2020-08-05T16:34:25.896Z,"55 km E of Juneau, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-07-27T08:10:01.459Z,54.5925,-163.0522,70.1,1.7,ml,,,,0.57,ak,ak0209ls51xe,2020-08-05T16:34:18.270Z,"37 km SE of False Pass, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2020-07-27T08:09:57.700Z,33.2278333,-116.0566667,2.98,1.12,ml,32,79,0.1178,0.27,ci,ci38610826,2020-07-27T08:13:39.744Z,"12km NE of Ocotillo Wells, CA",earthquake,0.37,0.86,0.216,28,automatic,ci,ci
2020-07-27T07:59:40.033Z,66.2918,-157.2303,8,2,ml,,,,0.23,ak,ak0209lruarl,2020-08-05T16:34:10.906Z,"66 km S of Shungnak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-07-27T07:58:23.280Z,39.25,-123.1206667,5.83,1.27,md,14,125,0.08091,0.07,nc,nc73434036,2020-07-27T19:30:03.994Z,"7km ESE of Redwood Valley, CA",earthquake,0.36,0.78,0.324,13,reviewed,nc,nc
